Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
Mental Health Counselor,0.1,614,2289,0.2682394058540847,Supply Chain & Logistics,Cambodia,560.0
Yield Engineer,0.1,860,3399,0.253015592821418,Data & IT,Cambodia,560.0
Nursing Supervisor,0.2,815,2976,0.2738575268817204,Supply Chain & Logistics,Laos,560.0
Endoscopy Technician,0.3,118,687,0.1717612809315866,Medical & Healthcare,Philippines,550.0
Freelance Photographer,0.2,299,2044,0.1462818003913894,Supply Chain & Logistics,Laos,560.0
Carpenter,0.3,116,724,0.1602209944751381,Construction,Philippines,550.0
Slot Technician,0.2,70,900,0.0777777777777777,Hospitality,Laos,560.0
Administrative Specialist,0.65,134,866,0.1547344110854503,Data & IT,Singapore,410.0
Car Porter,0.2,4,14,0.2857142857142857,Leadership & Strategy,Laos,560.0
Laundry Aide,0.1,240,790,0.3037974683544304,Communication & PR,Cambodia,560.0
Wildlife Technician,0.1,317,1366,0.2320644216691068,Hospitality,Cambodia,560.0
Lawyer,0.15,764,3329,0.2294983478522078,Communication & PR,Myanmar,561.25
Dsp Engineer,0.35,438,1225,0.3575510204081633,Communication & PR,Indonesia,541.25
Medical Records Clerk,0.45,569,1830,0.3109289617486339,Medical & Healthcare,Malaysia,516.25
Wedding Coordinator,0.1,1006,4282,0.2349369453526389,Leadership & Strategy,Cambodia,560.0
Master Plumber,0.1,239,901,0.2652608213096559,Construction,Cambodia,560.0
Teaching Artist,0.05,1026,4154,0.2469908521906596,Sales & Marketing,Cambodia,580.0
Boiler Operator,0.15,676,2196,0.3078324225865209,Leadership & Strategy,Myanmar,561.25
Environmental Attorney,0.2,165,1186,0.1391231028667791,Supply Chain & Logistics,Laos,560.0
Nutrition Manager,0.3,158,1030,0.1533980582524272,Supply Chain & Logistics,Philippines,550.0
Historian,0.05,684,2672,0.2559880239520958,Law Enforcement,Cambodia,580.0
Machinist,0.2,116,776,0.1494845360824742,Medical & Healthcare,Laos,560.0
Revenue Manager,0.15,1042,4230,0.2463356973995271,Construction,Myanmar,561.25
Systems Manager,0.15,1216,4975,0.2444221105527638,Data & IT,Myanmar,561.25
Optometric Assistant,0.2,160,955,0.1675392670157068,Supply Chain & Logistics,Laos,560.0
Front Desk Agent,0.6,108,878,0.123006833712984,Leadership & Strategy,Singapore,440.0
Mobile Phlebotomist,0.35,147,467,0.3147751605995717,Administrative & Clerical,Indonesia,541.25
Sap Abap Developer,0.4,615,1838,0.3346028291621327,Sales & Marketing,Thailand,530.0
Medical Technician,0.35,306,1131,0.2705570291777188,Administrative & Clerical,Indonesia,541.25
Fire Alarm Technician,0.35,218,777,0.2805662805662806,Construction,Indonesia,541.25
Speech Language Pathology Assistant,0.1,799,3313,0.2411711439782674,Data & IT,Cambodia,560.0
Head Of Security,0.3,133,1045,0.1272727272727272,Communication & PR,Philippines,550.0
Health Care Assistant,0.2,217,1291,0.1680867544539117,Supply Chain & Logistics,Laos,560.0
Telecom Engineer,0.4,390,1626,0.2398523985239852,Law Enforcement,Thailand,530.0
Psychiatric Nurse,0.3,116,711,0.1631504922644163,Sales & Marketing,Philippines,550.0
Street Sweeper,0.9,3,82,0.0365853658536585,Law Enforcement,Singapore,260.0
Network Support Specialist,0.38,1025,3395,0.3019145802650957,Sales & Marketing,Thailand,541.0
Transporter,0.2,613,2475,0.2476767676767677,Administrative & Clerical,Laos,560.0
Diet Clerk,0.2,6,46,0.1304347826086956,Hospitality,Laos,560.0
Desk Clerk,0.7,120,765,0.1568627450980392,Law Enforcement,Singapore,380.0
Military Officer,0.15,572,2344,0.2440273037542662,Leadership & Strategy,Myanmar,561.25
Optometrist,0.2,457,1866,0.2449088960342979,Data & IT,Laos,560.0
Stitcher,0.1,232,1451,0.1598897312198483,Law Enforcement,Cambodia,560.0
Customer Service Supervisor,0.15,1227,4704,0.2608418367346938,Medical & Healthcare,Myanmar,561.25
Hotel Manager,0.3,172,1225,0.1404081632653061,Leadership & Strategy,Philippines,550.0
Toll Collector,0.1,214,1074,0.1992551210428305,Law Enforcement,Cambodia,560.0
Production Controller,0.3,252,1611,0.1564245810055866,Communication & PR,Philippines,550.0
Communications Specialist,0.2,9,57,0.1578947368421052,Supply Chain & Logistics,Laos,560.0
Insurance Consultant,0.3,229,1408,0.1626420454545454,Hospitality,Philippines,550.0
Field Service Representative,0.45,622,1903,0.3268523384130321,Administrative & Clerical,Malaysia,516.25
Department Manager,0.2,6,46,0.1304347826086956,Leadership & Strategy,Laos,560.0
Technical Assistant,0.4,625,2560,0.244140625,Sales & Marketing,Thailand,530.0
Radiologist,0.2,554,2214,0.2502258355916892,Hospitality,Laos,560.0
Fleet Administrator,0.1,805,3168,0.2541035353535353,Sales & Marketing,Cambodia,560.0
Production Technician,0.1,441,2194,0.2010027347310847,Sales & Marketing,Cambodia,560.0
Guide,0.2,72,479,0.150313152400835,Data & IT,Laos,560.0
Criminalist,0.55,73,670,0.108955223880597,Leadership & Strategy,Malaysia,458.75
Architectural Project Manager,0.4,795,2482,0.3203062046736503,Administrative & Clerical,Thailand,530.0
Emergency Medical Technician,0.2,142,862,0.1647331786542923,Administrative & Clerical,Laos,560.0
Cancer Registrar,0.25,179,1323,0.1352985638699924,Sales & Marketing,Vietnam,556.25
Marketing Communications,0.25,581,3233,0.1797092483761212,Administrative & Clerical,Vietnam,556.25
Payroll Analyst,0.2,223,1255,0.1776892430278884,Administrative & Clerical,Laos,560.0
Instructor,0.35,406,1238,0.3279483037156704,Data & IT,Indonesia,541.25
Business Development Consultant,0.35,346,2218,0.1559963931469792,Sales & Marketing,Indonesia,541.25
Office Secretary,0.3,183,1289,0.1419705197827773,Sales & Marketing,Philippines,550.0
Custodian,0.6,8,151,0.0529801324503311,Administrative & Clerical,Singapore,440.0
Management Engineer,0.3,259,1854,0.139697950377562,Supply Chain & Logistics,Philippines,550.0
Inventory Clerk,0.35,530,1840,0.2880434782608695,Leadership & Strategy,Indonesia,541.25
Fire Safety Director,0.5,85,628,0.1353503184713375,Leadership & Strategy,Malaysia,487.5
Photography Assistant,0.25,600,2154,0.2785515320334262,Administrative & Clerical,Vietnam,556.25
Cable Installation Technician,0.5,65,458,0.1419213973799126,Law Enforcement,Malaysia,487.5
Patient Transport,0.2,128,819,0.1562881562881563,Medical & Healthcare,Laos,560.0
Owner Operator,0.45,46,468,0.0982905982905982,Data & IT,Malaysia,516.25
Quality Analyst,0.25,760,2449,0.3103307472437729,Communication & PR,Vietnam,556.25
Compliance Specialist,0.3,235,1366,0.1720351390922401,Medical & Healthcare,Philippines,550.0
Occupational Therapist,0.2,557,2207,0.2523787947439964,Communication & PR,Laos,560.0
Client Services Manager,0.15,1217,4757,0.2558335085137692,Data & IT,Myanmar,561.25
General Manager,0.25,231,1484,0.1556603773584905,Medical & Healthcare,Vietnam,556.25
Network Architect,0.4,778,2346,0.3316283034953112,Administrative & Clerical,Thailand,530.0
Proposal Coordinator,0.35,984,3525,0.2791489361702127,Medical & Healthcare,Indonesia,541.25
Deputy Clerk,0.05,763,3223,0.2367359602854483,Administrative & Clerical,Cambodia,580.0
Instructional Coordinator,0.25,301,2036,0.1478388998035363,Hospitality,Vietnam,556.25
Client Relations Manager,0.2,9,57,0.1578947368421052,Data & IT,Laos,560.0
Mortgage Assistant,0.2,189,1159,0.1630716134598792,Sales & Marketing,Laos,560.0
Park Ranger,0.2,79,601,0.1314475873544093,Construction,Laos,560.0
Deli Clerk,0.4,249,755,0.3298013245033112,Law Enforcement,Thailand,530.0
Mechanical Engineer,0.3,173,1196,0.1446488294314381,Medical & Healthcare,Philippines,550.0
Fitness Director,0.25,253,1854,0.1364617044228694,Data & IT,Vietnam,556.25
Purchasing Clerk,0.85,180,1306,0.1378254211332312,Law Enforcement,Singapore,290.0
Cytogenetic Technologist,0.35,337,1150,0.2930434782608695,Leadership & Strategy,Indonesia,541.25
Social Science Teacher,0.05,704,3177,0.2215926975133774,Leadership & Strategy,Cambodia,580.0
Prosecutor,0.2,139,1043,0.1332694151486098,Communication & PR,Laos,560.0
Major Gifts Officer,0.3,219,1732,0.1264434180138568,Construction,Philippines,550.0
Crew Chief,0.25,109,879,0.124004550625711,Supply Chain & Logistics,Vietnam,556.25
Teacher Aide,0.1,768,3642,0.2108731466227347,Construction,Cambodia,560.0
CPA,0.4,540,1635,0.3302752293577982,Supply Chain & Logistics,Thailand,530.0
Fleet Mechanic,0.15,630,2580,0.2441860465116279,Supply Chain & Logistics,Myanmar,561.25
Executive,0.15,1191,4966,0.2398308497784937,Sales & Marketing,Myanmar,561.25
Finance Specialist,0.65,160,1218,0.1313628899835796,Sales & Marketing,Singapore,410.0
Finance Professor,0.1,962,3977,0.2418908725169725,Communication & PR,Cambodia,560.0
Yacht Broker,0.15,886,3668,0.2415485278080698,Hospitality,Myanmar,561.25
Sales Manager,0.23,293,1997,0.1467200801201802,Hospitality,Vietnam,565.75
Windows System Administrator,0.6,121,812,0.1490147783251231,Construction,Singapore,440.0
Clinical Research,0.45,599,1940,0.3087628865979381,Supply Chain & Logistics,Malaysia,516.25
Port Engineer,0.2,538,2554,0.2106499608457321,Supply Chain & Logistics,Laos,560.0
Training Director,0.1,1249,5027,0.2484583250447583,Construction,Cambodia,560.0
National Sales Director,0.3,707,2002,0.3531468531468531,Sales & Marketing,Philippines,550.0
Vascular Surgeon,0.12,427,1737,0.2458261370178468,Leadership & Strategy,Myanmar,574.0
Reimbursement Manager,0.1,740,3078,0.2404158544509421,Law Enforcement,Cambodia,560.0
Clinical Data Associate,0.4,862,2525,0.3413861386138614,Data & IT,Thailand,530.0
Director Of Special Education,0.15,777,2715,0.2861878453038674,Law Enforcement,Myanmar,561.25
Reference Librarian,0.3,147,1081,0.1359851988899167,Hospitality,Philippines,550.0
Benefits Analyst,0.3,249,1443,0.1725571725571725,Supply Chain & Logistics,Philippines,550.0
Museum Educator,0.2,146,881,0.1657207718501702,Construction,Laos,560.0
National Account Executive,0.55,115,1014,0.1134122287968441,Medical & Healthcare,Malaysia,458.75
Plumbing Inspector,0.1,289,1084,0.2666051660516605,Data & IT,Cambodia,560.0
Director Of Nursing,0.6,72,622,0.1157556270096463,Data & IT,Singapore,440.0
Assistant Account Executive,0.45,677,2220,0.3049549549549549,Leadership & Strategy,Malaysia,516.25
Purchasing Analyst,0.5,147,1149,0.1279373368146214,Law Enforcement,Malaysia,487.5
Auto Body Painter,0.25,94,883,0.1064552661381653,Law Enforcement,Vietnam,556.25
Recreation Specialist,0.25,607,1585,0.3829652996845425,Medical & Healthcare,Vietnam,556.25
Mediator,0.1,484,1889,0.2562202223398623,Supply Chain & Logistics,Cambodia,560.0
Assistant Manager,0.28,246,1611,0.1527001862197393,Supply Chain & Logistics,Philippines,560.0
Graphic Artist,0.5,238,2083,0.114258281325012,Hospitality,Malaysia,487.5
Stockroom Clerk,0.2,183,1350,0.1355555555555555,Supply Chain & Logistics,Laos,560.0
Interior Design,0.2,245,1962,0.1248725790010193,Law Enforcement,Laos,560.0
Escrow Officer,0.5,197,1823,0.1080636313768513,Sales & Marketing,Malaysia,487.5
Stylist,0.05,513,2440,0.2102459016393442,Leadership & Strategy,Cambodia,580.0
Pizza Maker,0.2,83,879,0.0944254835039817,Hospitality,Laos,560.0
Environmental Analyst,0.65,164,1067,0.1537019681349578,Leadership & Strategy,Singapore,410.0
Psychometrist,0.1,593,2473,0.2397897290739992,Medical & Healthcare,Cambodia,560.0
Electrical Engineering Technician,0.15,1075,4411,0.243708909544321,Data & IT,Myanmar,561.25
Tax Examiner,0.7,134,896,0.1495535714285714,Administrative & Clerical,Singapore,380.0
Technical Support Manager,0.3,338,2425,0.139381443298969,Administrative & Clerical,Philippines,550.0
Technical Business Analyst,0.3,300,2190,0.136986301369863,Data & IT,Philippines,550.0
Rheumatologist,0.1,392,1663,0.2357185808779314,Communication & PR,Cambodia,560.0
Deputy Court Clerk,0.05,722,2875,0.2511304347826087,Leadership & Strategy,Cambodia,580.0
Management Accountant,0.1,747,2895,0.2580310880829015,Construction,Cambodia,560.0
Auto Sales,0.55,147,1318,0.1115326251896813,Communication & PR,Malaysia,458.75
Robotics Engineer,0.7,111,804,0.1380597014925373,Medical & Healthcare,Singapore,380.0
Business Strategist,0.3,264,1512,0.1746031746031746,Law Enforcement,Philippines,550.0
Technical Lead,0.15,1259,4828,0.2607705053852527,Administrative & Clerical,Myanmar,561.25
Product Development Manager,0.45,226,1981,0.1140837960625946,Supply Chain & Logistics,Malaysia,516.25
Business Development Analyst,0.35,338,2185,0.1546910755148741,Leadership & Strategy,Indonesia,541.25
News Photographer,0.1,913,3898,0.2342226782965623,Supply Chain & Logistics,Cambodia,560.0
Library Director,0.25,281,1861,0.1509940891993552,Communication & PR,Vietnam,556.25
Patrol Officer,0.15,565,2259,0.2501106684373617,Medical & Healthcare,Myanmar,561.25
Sales Team Leader,0.15,1157,4511,0.2564841498559078,Medical & Healthcare,Myanmar,561.25
Cobol Developer,0.75,130,929,0.1399354144241119,Supply Chain & Logistics,Singapore,350.0
Interior Decorator,0.5,408,1792,0.2276785714285714,Communication & PR,Malaysia,487.5
Financial Controller,0.15,975,3604,0.2705327413984462,Leadership & Strategy,Myanmar,561.25
Parts Specialist,0.18,580,2747,0.2111394248270841,Supply Chain & Logistics,Laos,569.0
Director Of Food And Beverage,0.3,126,785,0.1605095541401273,Data & IT,Philippines,550.0
Contract Specialist,0.63,162,1161,0.1395348837209302,Law Enforcement,Singapore,422.0
Homemaker,0.1,459,2238,0.2050938337801608,Hospitality,Cambodia,560.0
Java Consultant,0.5,186,1290,0.1441860465116279,Supply Chain & Logistics,Malaysia,487.5
Unix System Administrator,0.6,121,1340,0.0902985074626865,Medical & Healthcare,Singapore,440.0
Cdl Driver,0.5,32,284,0.1126760563380281,Administrative & Clerical,Malaysia,487.5
Sprinkler Fitter,0.1,86,318,0.270440251572327,Construction,Cambodia,560.0
Admissions Advisor,0.05,1226,4718,0.2598558711318355,Hospitality,Cambodia,580.0
Caller,0.75,131,1085,0.12073732718894,Construction,Singapore,350.0
Au Pair,0.05,658,2752,0.2390988372093023,Sales & Marketing,Cambodia,580.0
Senior Caregiver,0.15,640,2521,0.2538675128917096,Construction,Myanmar,561.25
Printing Press Operator,0.8,93,1065,0.0873239436619718,Supply Chain & Logistics,Singapore,320.0
Operations Clerk,0.6,108,890,0.1213483146067415,Law Enforcement,Singapore,440.0
Medical Science Liaison,0.2,988,3937,0.2509525019050038,Data & IT,Laos,560.0
Online English Teacher,0.3,164,1119,0.1465594280607685,Construction,Philippines,550.0
High School English Teacher,0.09,902,3694,0.2441797509474824,Leadership & Strategy,Cambodia,564.0
Space Planner,0.6,162,1553,0.1043142305215711,Data & IT,Singapore,440.0
Program Assistant,0.2,221,1894,0.1166842661034846,Communication & PR,Laos,560.0
Automotive Service Advisor,0.18,494,2081,0.237385872176838,Leadership & Strategy,Laos,569.0
Video Production,0.25,902,2865,0.3148342059336824,Sales & Marketing,Vietnam,556.25
Small Engine Mechanic,0.25,222,782,0.2838874680306905,Construction,Vietnam,556.25
Wireless Network Engineer,0.5,142,1054,0.1347248576850095,Administrative & Clerical,Malaysia,487.5
Pharmaceutical Sales,0.2,206,1185,0.1738396624472573,Sales & Marketing,Laos,560.0
Game Master,0.1,987,4587,0.2151733158927403,Data & IT,Cambodia,560.0
Charter Pilot,0.2,2,0,inf,Medical & Healthcare,Laos,560.0
Maintenance Assistant,0.1,725,2630,0.2756653992395437,Leadership & Strategy,Cambodia,560.0
Pc Specialist,0.3,254,1603,0.1584529008109794,Law Enforcement,Philippines,550.0
Receiver,0.6,50,311,0.1607717041800643,Sales & Marketing,Singapore,440.0
Pathologist,0.12,422,1559,0.2706863373957665,Administrative & Clerical,Myanmar,574.0
Pipeline Controller,0.4,306,1154,0.2651646447140381,Construction,Thailand,530.0
Epidemiologist,0.3,123,784,0.1568877551020408,Law Enforcement,Philippines,550.0
It Consultant,0.3,260,1599,0.1626016260162601,Communication & PR,Philippines,550.0
Spa Coordinator,0.1,631,2500,0.2524,Leadership & Strategy,Cambodia,560.0
Lathe Operator,0.35,200,820,0.2439024390243902,Medical & Healthcare,Indonesia,541.25
Trademark Paralegal,0.45,192,1837,0.1045182362547632,Communication & PR,Malaysia,516.25
Microbiologist,0.2,119,767,0.1551499348109517,Construction,Laos,560.0
Client Manager,0.35,353,2216,0.1592960288808664,Data & IT,Indonesia,541.25
Accounting Associate,0.3,220,1321,0.1665404996214988,Communication & PR,Philippines,550.0
Production Clerk,0.4,336,1291,0.260263361735089,Supply Chain & Logistics,Thailand,530.0
Warehouse Picker,0.45,114,1242,0.0917874396135265,Communication & PR,Malaysia,516.25
Lead Generator,0.25,479,2883,0.1661463753035033,Communication & PR,Vietnam,556.25
Hardware Technician,0.15,785,2771,0.2832912306026705,Supply Chain & Logistics,Myanmar,561.25
Sports,0.25,575,1415,0.4063604240282685,Supply Chain & Logistics,Vietnam,556.25
Bishop,0.05,543,2300,0.2360869565217391,Communication & PR,Cambodia,580.0
Beach Attendant,0.1,448,1577,0.2840837032339885,Construction,Cambodia,560.0
Parole Officer,0.1,549,2000,0.2745,Leadership & Strategy,Cambodia,560.0
Wastewater Treatment Operator,0.1,333,1509,0.220675944333996,Communication & PR,Cambodia,560.0
Proprietary Trader,0.1,765,3470,0.2204610951008645,Medical & Healthcare,Cambodia,560.0
Leasing Specialist,0.25,285,1943,0.1466803911477097,Administrative & Clerical,Vietnam,556.25
Information Systems Manager,0.1,1165,4626,0.2518374405533938,Data & IT,Cambodia,560.0
Mentor,0.1,823,3619,0.227410886985355,Data & IT,Cambodia,560.0
Financial Risk Analyst,0.35,517,1584,0.3263888888888889,Construction,Indonesia,541.25
Loan Closer,0.6,178,1593,0.1117388575015693,Medical & Healthcare,Singapore,440.0
Business Development Executive,0.3,323,1961,0.1647118816930137,Medical & Healthcare,Philippines,550.0
Refinery,0.2,110,817,0.1346389228886169,Leadership & Strategy,Laos,560.0
Chief Security Officer,0.88,142,1116,0.1272401433691756,Administrative & Clerical,Singapore,272.0
Front Desk Manager,0.15,841,3660,0.2297814207650273,Administrative & Clerical,Myanmar,561.25
Transportation Specialist,0.2,840,3470,0.2420749279538905,Data & IT,Laos,560.0
Credit Counselor,0.4,642,2075,0.3093975903614457,Communication & PR,Thailand,530.0
General Service Technician,0.45,303,1118,0.2710196779964222,Administrative & Clerical,Malaysia,516.25
Web Editor,0.2,219,1496,0.1463903743315508,Administrative & Clerical,Laos,560.0
It Project Coordinator,0.4,872,2890,0.3017301038062284,Supply Chain & Logistics,Thailand,530.0
Gis Technician,0.35,494,1408,0.3508522727272727,Leadership & Strategy,Indonesia,541.25
Inventory Auditor,0.2,231,1672,0.1381578947368421,Administrative & Clerical,Laos,560.0
Crew Member,0.18,504,1900,0.2652631578947368,Supply Chain & Logistics,Laos,569.0
Assistant Media Planner,0.5,206,1797,0.1146355036171396,Hospitality,Malaysia,487.5
Wrangler,0.1,204,747,0.2730923694779116,Supply Chain & Logistics,Cambodia,560.0
Pacs Administrator,0.2,189,1089,0.1735537190082644,Construction,Laos,560.0
Corporate Receptionist,0.75,15,58,0.2586206896551724,Leadership & Strategy,Singapore,350.0
Tax Assistant,0.3,163,1190,0.1369747899159664,Administrative & Clerical,Philippines,550.0
General Labor,0.6,19,409,0.0464547677261613,Medical & Healthcare,Singapore,440.0
Welder,0.15,515,2097,0.245588936576061,Construction,Myanmar,561.25
Housekeeping,0.2,41,262,0.1564885496183206,Construction,Laos,560.0
Drama Teacher,0.2,8,31,0.2580645161290322,Sales & Marketing,Laos,560.0
Change Manager,0.25,241,1573,0.1532104259376986,Construction,Vietnam,556.25
Digital Media Specialist,0.5,286,2430,0.1176954732510288,Administrative & Clerical,Malaysia,487.5
Park Naturalist,0.1,458,1818,0.2519251925192519,Medical & Healthcare,Cambodia,560.0
Pricing Specialist,0.65,164,1163,0.1410146173688736,Medical & Healthcare,Singapore,410.0
Director Of Development,0.4,829,2430,0.3411522633744856,Hospitality,Thailand,530.0
Insulator,0.18,186,768,0.2421875,Administrative & Clerical,Laos,569.0
Economic Consultant,0.3,164,1072,0.1529850746268656,Sales & Marketing,Philippines,550.0
Production Worker,0.1,415,1792,0.2315848214285714,Data & IT,Cambodia,560.0
Medical Writer,0.25,833,2432,0.3425164473684211,Sales & Marketing,Vietnam,556.25
Sports Coordinator,0.3,199,1541,0.1291369240752758,Leadership & Strategy,Philippines,550.0
Patient Navigator,0.2,195,1133,0.1721094439541041,Administrative & Clerical,Laos,560.0
Assessor,0.15,822,3326,0.2471437161755862,Medical & Healthcare,Myanmar,561.25
Agent,0.4,648,2044,0.3170254403131115,Sales & Marketing,Thailand,530.0
Marketing Assistant,0.2,488,3153,0.1547732318426895,Communication & PR,Laos,560.0
Entomologist,0.3,97,677,0.1432791728212703,Medical & Healthcare,Philippines,550.0
Medical Clerk,0.3,171,1072,0.1595149253731343,Hospitality,Philippines,550.0
Dermatologist,0.1,269,1143,0.2353455818022747,Supply Chain & Logistics,Cambodia,560.0
Junior Loan Processor,0.5,130,954,0.1362683438155136,Communication & PR,Malaysia,487.5
Addiction Counselor,0.15,800,3204,0.2496878901373283,Leadership & Strategy,Myanmar,561.25
Systems Architect,0.4,520,1914,0.2716823406478579,Administrative & Clerical,Thailand,530.0
Systems Programmer,0.5,202,1686,0.1198102016607354,Construction,Malaysia,487.5
Project Control Analyst,0.45,200,1845,0.1084010840108401,Construction,Malaysia,516.25
Echocardiographer,0.3,120,687,0.1746724890829694,Data & IT,Philippines,550.0
Bakery Assistant,0.15,366,1362,0.2687224669603524,Construction,Myanmar,561.25
Financial Reporting Analyst,0.35,532,1624,0.3275862068965517,Law Enforcement,Indonesia,541.25
Certified Pharmacy Technician,0.4,232,722,0.3213296398891966,Law Enforcement,Thailand,530.0
Server Assistant,0.4,246,708,0.3474576271186441,Supply Chain & Logistics,Thailand,530.0
Family Nurse Practitioner,0.4,450,1494,0.3012048192771084,Supply Chain & Logistics,Thailand,530.0
Wind Turbine Technician,0.1,276,1087,0.2539098436062557,Data & IT,Cambodia,560.0
Facilities Coordinator,0.5,156,1117,0.1396598030438675,Administrative & Clerical,Malaysia,487.5
Medical Secretary,0.35,585,2151,0.2719665271966527,Construction,Indonesia,541.25
Privacy Officer,0.4,500,1687,0.2963841138114997,Communication & PR,Thailand,530.0
Pet Groomer,0.2,65,417,0.1558752997601918,Construction,Laos,560.0
Equestrian,0.1,428,2239,0.1911567664135774,Leadership & Strategy,Cambodia,560.0
Nurse Manager,0.2,900,3448,0.2610208816705336,Medical & Healthcare,Laos,560.0
Ecommerce,0.7,161,1513,0.1064111037673496,Administrative & Clerical,Singapore,380.0
Massage Therapist,0.1,357,1459,0.2446881425633996,Hospitality,Cambodia,560.0
Embedded Engineer,0.48,477,1899,0.2511848341232227,Data & IT,Malaysia,499.0
Senior Accountant,0.1,765,3249,0.2354570637119113,Hospitality,Cambodia,560.0
Janitor,0.65,9,138,0.0652173913043478,Communication & PR,Singapore,410.0
Retirement Specialist,0.2,212,1613,0.1314321140731556,Law Enforcement,Laos,560.0
Media Director,0.25,770,2159,0.3566465956461325,Law Enforcement,Vietnam,556.25
Student Tutor,0.05,780,3448,0.2262180974477958,Law Enforcement,Cambodia,580.0
Locomotive Engineer,0.2,22,118,0.1864406779661017,Hospitality,Laos,560.0
Project Supervisor,0.4,615,1963,0.3132959755476311,Medical & Healthcare,Thailand,530.0
Food Services Manager,0.3,187,1255,0.149003984063745,Law Enforcement,Philippines,550.0
Class A Driver,0.5,32,271,0.1180811808118081,Leadership & Strategy,Malaysia,487.5
Chemistry Tutor,0.35,117,730,0.1602739726027397,Supply Chain & Logistics,Indonesia,541.25
Regulatory Analyst,0.7,183,1105,0.1656108597285067,Construction,Singapore,380.0
Assistant Administrator,0.6,119,926,0.1285097192224622,Administrative & Clerical,Singapore,440.0
Curator,0.15,957,3964,0.241422805247225,Supply Chain & Logistics,Myanmar,561.25
Floor Technician,0.2,54,517,0.104448742746615,Supply Chain & Logistics,Laos,560.0
Basketball Referee,0.05,828,2960,0.2797297297297297,Hospitality,Cambodia,580.0
Retail Management,0.1,997,4246,0.2348092322185586,Medical & Healthcare,Cambodia,560.0
Insurance Coordinator,0.3,237,1397,0.1696492483894058,Leadership & Strategy,Philippines,550.0
Geospatial Analyst,0.35,506,1430,0.3538461538461538,Administrative & Clerical,Indonesia,541.25
Qa Analyst,0.4,643,1948,0.330082135523614,Supply Chain & Logistics,Thailand,530.0
Theology Teacher,0.05,907,3815,0.237745740498034,Communication & PR,Cambodia,580.0
It Manager,0.1,1161,4609,0.251898459535691,Leadership & Strategy,Cambodia,560.0
Certified Nurse Midwife,0.05,664,2770,0.23971119133574,Medical & Healthcare,Cambodia,580.0
Spa Director,0.2,96,539,0.1781076066790352,Construction,Laos,560.0
Copy Editor,0.2,5,40,0.125,Administrative & Clerical,Laos,560.0
Business Process Analyst,0.25,261,2008,0.1299800796812749,Data & IT,Vietnam,556.25
Editor,0.2,265,1649,0.1607034566403881,Medical & Healthcare,Laos,560.0
Parent Educator,0.2,131,814,0.1609336609336609,Sales & Marketing,Laos,560.0
It Business Analyst,0.3,379,2519,0.1504565303691941,Administrative & Clerical,Philippines,550.0
Accounting Director,0.25,194,1417,0.136908962597036,Data & IT,Vietnam,556.25
Branch Office Administrator,0.65,130,828,0.1570048309178744,Administrative & Clerical,Singapore,410.0
Screener,0.4,273,949,0.2876712328767123,Administrative & Clerical,Thailand,530.0
Media Specialist,0.2,225,1747,0.1287922152261019,Administrative & Clerical,Laos,560.0
Dozer Operator,0.4,68,280,0.2428571428571428,Data & IT,Thailand,530.0
System Administrator,0.5,182,1261,0.1443298969072164,Law Enforcement,Malaysia,487.5
Health Coordinator,0.2,241,1457,0.1654083733699382,Law Enforcement,Laos,560.0
Group Sales Manager,0.45,795,2555,0.3111545988258317,Leadership & Strategy,Malaysia,516.25
X Ray Technician,0.65,59,437,0.1350114416475972,Construction,Singapore,410.0
Maintenance Electrician,0.2,141,1144,0.1232517482517482,Law Enforcement,Laos,560.0
Senior Mechanical Engineer,0.3,160,1263,0.126682501979414,Administrative & Clerical,Philippines,550.0
Real Estate Administrative Assistant,0.15,1076,4249,0.2532360555424806,Supply Chain & Logistics,Myanmar,561.25
Senior Database Administrator,0.3,211,1749,0.1206403659233847,Sales & Marketing,Philippines,550.0
Civil Project Engineer,0.2,6,46,0.1304347826086956,Sales & Marketing,Laos,560.0
Production Accountant,0.2,182,1375,0.1323636363636363,Law Enforcement,Laos,560.0
News Editor,0.2,201,1364,0.1473607038123167,Medical & Healthcare,Laos,560.0
Fork Lift Operator,0.15,218,943,0.2311770943796394,Leadership & Strategy,Myanmar,561.25
Fleet Coordinator,0.15,666,2965,0.2246205733558178,Medical & Healthcare,Myanmar,561.25
Local Truck Driver,0.45,128,566,0.2261484098939929,Hospitality,Malaysia,516.25
Cfd Engineer,0.42,384,1169,0.3284858853721129,Supply Chain & Logistics,Thailand,519.0
Product Manager,0.6,195,1732,0.1125866050808314,Supply Chain & Logistics,Singapore,440.0
Field Manager,0.25,220,1459,0.1507882111034955,Communication & PR,Vietnam,556.25
Rehabilitation Specialist,0.1,565,2253,0.2507767421216156,Supply Chain & Logistics,Cambodia,560.0
Javascript Developer,0.7,150,1039,0.1443695861405197,Supply Chain & Logistics,Singapore,380.0
Private Investigator,0.49,63,395,0.1594936708860759,Medical & Healthcare,Malaysia,493.25
Plasterer,0.1,186,842,0.2209026128266033,Communication & PR,Cambodia,560.0
Parking Attendant,0.26,191,694,0.2752161383285302,Supply Chain & Logistics,Philippines,570.0
Real Estate Paralegal,0.4,431,1547,0.2786037491919845,Administrative & Clerical,Thailand,530.0
